,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
1,1636148068921376768,Gaia DR3 604917629355038720,604917629355038720,489463705,2016.0,132.850311092646,0.013417646,11.806077942155428,0.007333114,1.1559613347905093,0.016312508,70.863495,11.511503,-11.139411248344263,0.01671277,-2.9031394729747797,0.01265993,-0.29335,-0.10471359,-0.07175186,-0.06782572,0.175233,-0.009478432,0.06510752,0.25602475,-0.12451087,-0.29623345,383,365,382,1,-1.9815003,499.27728,0.05358888,3.6462817,31,True,1.5729841,,,,,,,,44,17,0.024430456,46,8,0,0.093220256,13.325346,1,0,0.9278505,,,,,,,,,False,397,159713.22488265717,30.956549,5159.271,12.679014,40,88368.48080651273,46.457256,1902.1459,12.972798,40,101852.759146241,51.706795,1969.8138,12.227963,1.1910175,0,0,0,0,0,0.7448349,0.29378414,0.45105076,33.39791,3.8970828,1,16,11,12,19.090511,5.0908847,3.9077306e-09,902.36176,51.13795,6000.0,4.5,-0.25,111,,,,11.988029,0.033667486,5,,NOT_AVAILABLE,215.70171565786043,31.92130581399433,131.98232553538375,-5.608901652456847,False,False,0,True,True,False,False,False,True,True,False,1.0493143e-13,5.241272e-13,0.999712,5854.7104,5849.5283,5870.6387,3.8692,3.8632,3.9403,-0.3989,-0.4172,-0.2864,798.8673,738.8564,802.5237,0.002,0.0008,0.0035,0.0017,0.0007,0.003,0.0009,0.0003,0.0016,MARCS,0.0039276586826993715
4,1636148068921376768,Gaia DR3 604917629355038848,604917629355038848,509091296,2016.0,132.8454253721632,0.012459375,11.813720717979884,0.0071338867,1.1644076200402365,0.015232681,76.441414,11.395696,-11.033650343575852,0.015510631,-2.8496391354890416,0.011798521,-0.29159623,-0.0857681,-0.070075795,-0.06733307,0.17738591,-0.008396446,0.041754633,0.25345448,-0.12980789,-0.3027636,366,366,365,1,-2.1983435,469.63852,0.03901617,1.960192,31,True,1.5753127,,,,,,,,42,17,0.022723941,43,8,1,0.09381112,13.252643,0,0,0.9183015,,,,,,,,,False,340,179996.7047748994,39.14663,4598.0127,12.549206,36,100096.45318246217,56.03442,1786.3387,12.837496,35,114323.20881012981,38.5345,2966.7754,12.102559,1.1912421,0,0,0,0,0,0.7349367,0.28829002,0.4466467,37.05414,9.14221,1,19,9,12,19.813267,19.30919,0.0,870.9536,117.25303,6000.0,4.5,-0.5,101,,,,11.865091,0.024234133,10,20.139835,NOT_AVAILABLE,215.69117959950657,31.920161810586404,131.9756138028712,-5.60284649619241,False,False,0,True,True,True,False,False,False,True,False,1.0679834e-13,5.3345235e-13,0.99952716,,,,,,,,,,,,,,,,,,,,,,,0.005830039785603682
10,1636148068921376768,Gaia DR3 604917629355037568,604917629355037568,926687715,2016.0,132.8552415064304,0.018731346,11.803761895867133,0.010485891,1.1659984855010577,0.022927593,50.855682,11.32296,-10.950139287162754,0.023561636,-2.881642833580964,0.01874559,-0.30168512,-0.007366465,-0.08363588,0.02864064,0.13586465,0.05631945,0.059304185,0.27321965,-0.043045625,-0.29974213,360,0,350,10,3.3581715,443.88644,0.052860428,1.6316264,31,True,1.5366483,,,,,,,,42,17,0.034758277,45,8,0,0.07946241,13.06481,0,0,1.1295235,0.35329005,0.5673696,0.3602722,0.1944143,-174.86241,13.302066,-54.47759,-17.420244,False,361,47952.51193797015,11.556478,4149.406,13.985338,37,24769.736590441134,35.173946,704.2069,14.353739,35,32906.28873122051,21.976826,1497.3176,13.454699,1.2027738,0,1,0,0,0,0.8990402,0.36840057,0.53063965,37.02043,4.6556163,2,18,5,10,8.014474,,,902.36176,,5500.0,4.0,0.0,111,,,,13.083366,0.07061127,13,,NOT_AVAILABLE,215.70657418490808,31.924719108076623,131.9876248967962,-5.609818564191716,False,False,0,False,False,False,False,False,True,True,False,1.0313054e-13,5.1513183e-13,0.99989027,5546.482,5532.159,5561.5137,4.2914,4.2823,4.3016,-0.3513,-0.3663,-0.3368,803.2261,789.2553,817.4798,0.0623,0.055,0.0701,0.0515,0.0454,0.0579,0.0275,0.0242,0.031,PHOENIX,0.008068784425803728
13,1636148068921376768,Gaia DR3 604917423196681088,604917423196681088,1189354116,2016.0,132.8534685240188,0.05052864,11.801112786767174,0.028407956,1.0702313584432985,0.05951005,17.984045,11.511422,-11.261721584155069,0.06490095,-2.384630825775367,0.056616373,-0.34831813,0.019859873,0.109785356,-0.28564936,0.14739469,-0.19151868,0.36776274,0.25456986,-0.13283008,-0.40158084,334,0,334,0,30.388878,1912.9371,0.35821548,57.901566,31,False,1.527599,,,,,,,,39,15,0.10207153,42,6,0,0.086187154,12.707327,0,0,2.3930757,0.39870167,0.6002794,0.36619675,0.22890021,-179.55777,11.193439,-57.073376,-12.330884,False,349,35743.757763987946,7.21027,4957.34,14.304366,27,18119.457295415858,32.2395,562.0267,14.693179,23,25098.723512912617,25.601425,980.3643,13.748766,1.2091113,0,0,0,0,0,0.9444132,0.38881302,0.55560017,29.798393,3.542371,2,23,10,13,7.557862,,,870.9536,,5250.0,3.5,-0.5,111,,,,13.365636,0.104011565,13,,NOT_AVAILABLE,215.70855259508215,31.922033951498594,131.98667032943004,-5.612839698022601,False,False,0,False,False,False,False,False,True,True,False,1.0316112e-13,5.1528454e-13,0.9998872,5203.6274,5200.007,5210.4194,4.1919,4.1798,4.1981,-0.763,-0.7772,-0.7487,913.6978,903.3044,931.732,0.0033,0.0008,0.0088,0.0027,0.0006,0.0072,0.0015,0.0003,0.0039,MARCS,0.009506181807081153
14,1636148068921376768,Gaia DR3 604917629355042176,604917629355042176,268619253,2016.0,132.84496547830224,0.014302257,11.800481666248837,0.007972482,1.1576240674580507,0.018031307,64.20079,11.329171,-10.965692689097807,0.0181951,-2.8467022804416047,0.013601324,-0.2710338,0.026970647,-0.0069130375,-0.0752417,0.10428491,-0.011214803,0.06071742,0.31606832,-0.29144898,-0.26549247,375,375,367,8,-0.7154119,695.9868,0.07187401,7.7119284,31,False,1.4639198,,,,,,,,43,17,0.026586661,47,8,0,0.07026175,12.67058,0,0,0.9726176,,,,,,,,,False,374,1610568.1927740597,217.02054,7421.271,10.169919,43,707916.2360026292,218.133,3245.3423,10.713588,42,1283472.400955056,274.783,4670.8584,9.476929,1.236451,0,0,0,0,0,1.236659,0.54366875,0.6929903,33.760544,0.13778783,1,18,12,10,118.37946,-1.9096439,0.920041,701.68555,1.0837097,4750.0,2.5,0.0,222,,,,9.210403,0.01879315,2,125.22058,NOT_AVAILABLE,215.70512237769472,31.91421098443856,131.97879416033345,-5.615709509016202,False,False,0,True,True,True,False,False,False,True,False,1.0225834e-13,5.107753e-13,0.9999767,,,,,,,,,,,,,,,,,,,,,,,0.010715965823813761
15,1636148068921376768,Gaia DR3 604917732434325248,604917732434325248,202270059,2016.0,132.8456268130823,0.016089829,11.820309197285223,0.008665744,1.1856353394322168,0.019077068,62.14977,11.103244,-10.656424678884399,0.021016864,-3.118113620425383,0.0145979915,-0.25554568,-0.11612497,0.029275637,-0.036421206,0.18093118,-0.028629635,0.066496305,0.074597,-0.15273742,-0.15552042,331,0,330,1,3.3517375,439.326,0.058544803,3.4211657,31,False,1.6014601,,,,,,,,38,16,0.029397722,40,7,0,0.10914236,11.673112,0,0,1.1332363,0.37757707,0.5709735,0.32273528,0.24245521,-178.54764,9.360312,-57.761135,-18.302225,False,324,103249.02111064953,26.527662,3892.1267,13.152652,35,60086.10385689802,29.016674,2070.744,13.391607,35,62134.57522597914,30.94399,2007.969,12.764563,1.1837466,0,1,0,0,0,0.6270447,0.2389555,0.38808918,39.589355,5.0062413,2,16,4,9,10.94938,,,851.52484,,6250.0,4.0,-0.25,111,,,,12.511736,0.068766534,12,,NOT_AVAILABLE,215.68422698993922,31.923098304424805,131.97400515973433,-5.59645244881159,False,False,0,True,True,False,False,False,True,True,False,1.0493143e-13,5.241272e-13,0.999712,6437.5215,6415.63,6449.513,4.1754,4.0253,4.2093,-0.18,-0.1888,-0.1708,883.4884,841.7272,1102.878,0.0796,0.0721,0.0861,0.0692,0.0627,0.0749,0.0373,0.0337,0.0404,MARCS,0.011170118621479822
18,1636148068921376768,Gaia DR3 604917659419033600,604917659419033600,1094295944,2016.0,132.8580872508589,0.013448755,11.819144373157416,0.007596446,1.1427199543664086,0.016096551,70.9916,11.595585,-11.284547345415257,0.016954126,-2.6676918088649884,0.013709563,-0.30754346,-0.06766531,-0.08786311,-0.034739934,0.14927419,0.0064363303,0.06667457,0.22414055,-0.08813835,-0.32430726,365,0,360,5,-0.61752355,367.7532,0.0,0.0,31,False,1.572965,,,,,,,,42,17,0.025198203,44,8,0,0.089299515,13.168953,1,0,0.97598296,0.3716104,0.5597136,0.3446821,0.21108064,-175.6998,12.343614,-55.747128,-19.00556,False,371,109297.07178114151,26.158192,4178.3115,13.090845,40,60487.269623776454,40.20666,1504.4092,13.384382,37,69790.50540225302,32.42949,2152.0693,12.638405,1.1919603,0,0,0,0,0,0.7459774,0.29353714,0.45244026,34.800556,2.4073048,2,14,8,9,12.076964,,,852.9503,,6000.0,4.5,-0.25,101,,,,12.420769,0.06455329,6,,NOT_AVAILABLE,215.6914875009332,31.933687637765598,131.9861165034929,-5.594258165946715,False,False,0,True,True,False,False,False,True,True,False,1.03717565e-13,5.1806405e-13,0.99983215,5907.3906,5890.7676,5923.3354,4.0477,4.0212,4.0684,-0.2532,-0.2736,-0.2375,776.6749,746.6748,802.2805,0.0266,0.0161,0.0361,0.0225,0.0136,0.0306,0.0121,0.0073,0.0165,MARCS,0.012095232968318805
29,1636148068921376768,Gaia DR3 604918041671892352,604918041671892352,948230532,2016.0,132.86046098811008,0.013920163,11.822305410733648,0.007360915,1.1482388377692994,0.017031178,67.419815,11.035863,-10.752116040977233,0.017225692,-2.4864182536685666,0.012375325,-0.2446518,-0.054249436,-0.099987134,0.008807648,0.15261665,0.059408747,0.009167856,0.32321456,-0.1886595,-0.20903791,399,0,398,1,-0.109486304,394.11288,0.0,2.0275377e-15,31,False,1.5706466,,,,,,,,46,17,0.024804763,48,9,0,0.08027986,12.085141,0,0,0.99525034,0.34895447,0.5779333,0.31066397,0.23229934,-175.45653,9.68485,-55.30672,-15.987955,False,395,87186.1670691888,19.254227,4528.157,13.336247,43,48084.704802751854,26.313759,1827.3597,13.633525,41,55927.99692833029,23.2335,2407.2136,12.878822,1.1929954,0,1,0,1,0,0.75470257,0.29727745,0.45742512,33.449142,2.4922688,2,17,5,11,11.96575,,,870.9536,,6000.0,4.5,-0.5,111,,,,12.6406145,0.0853686,13,,NOT_AVAILABLE,215.6892503255174,31.93712067994486,131.98749961113356,-5.590584541254145,False,False,0,True,True,False,False,False,False,True,False,1.0355536e-13,5.1725383e-13,0.99984825,,,,,,,,,,,,,,,,,,,,,,,0.016009039207975632
34,1636148068921376768,Gaia DR3 604917320118983936,604917320118983936,1325891078,2016.0,132.85119731670474,0.02566358,11.791210220915213,0.013309753,1.148057043344093,0.030604886,37.512215,11.739299,-11.305285446062516,0.032397166,-3.1625404724034905,0.023381595,-0.2438921,-0.15865645,-0.16699812,0.12394787,0.13686225,0.13518934,-0.16210414,0.3053468,-0.15932068,-0.22583795,351,0,351,0,-1.0630623,334.2762,0.0,0.0,95,False,,1.526776,0.0052579474,-0.062238615,-0.1696659,-0.17087612,-0.05776543,0.21388909,41,17,0.04694111,43,43,0,0.07216029,17.219645,1,0,0.9588512,0.3139589,0.5782916,0.2852658,0.20953807,-168.94547,11.235324,-51.9782,-16.95161,False,321,23636.465868754705,7.573372,3120.9963,14.75341,31,12176.034126058643,13.792987,882.76996,15.124778,29,16385.484298487463,15.433332,1061.6945,14.211747,1.2083668,0,0,0,0,0,0.9130306,0.37136745,0.54166317,33.56146,4.7379766,2,16,5,11,5.0808268,,,902.36176,,5500.0,4.5,0.0,0,,,,13.641249,0.1374489,11,,NOT_AVAILABLE,215.7180505057777,31.915868641382417,131.9872253713693,-5.622973724649579,False,False,0,False,False,False,False,False,True,True,False,1.03226245e-13,5.1561256e-13,0.9998808,5558.1196,5531.9067,5591.1562,4.5254,4.5004,4.5444,-0.1967,-0.223,-0.1671,763.7773,746.0028,785.8778,0.0619,0.048,0.0784,0.051,0.0395,0.0646,0.0271,0.021,0.0344,PHOENIX,0.018820172622264167
37,1636148068921376768,Gaia DR3 604917728138508160,604917728138508160,1755762730,2016.0,132.84901041231075,0.03186364,11.830359410314017,0.017313974,1.1074495819292327,0.043416023,25.507854,11.521483,-11.17116442877576,0.03994434,-2.81951394213323,0.027909858,-0.3225704,-0.34926504,-0.21046904,0.17797168,0.35514715,0.2035618,-0.14544816,0.4820932,-0.3987342,-0.2958271,332,332,316,16,11.427863,2467.3513,0.22343984,76.83574,31,False,1.5009962,,,,,,,,38,17,0.060993053,41,8,0,0.02700876,10.193145,0,0,1.4903806,,,,,,,,,False,331,600462.8285228795,663.4282,905.0909,11.241152,34,288697.73281595064,797.7581,361.8863,11.687434,33,444594.7348032112,879.70526,505.39056,10.627985,1.2212121,0,0,0,0,0,1.0594492,0.4462824,0.6131668,26.575106,1.7672437,1,24,7,15,67.02831,27.36425,0.0,902.36176,19.164667,5000.0,3.5,0.0,222,8.5437565,4.7200418,16,10.387849,0.008753286,17,70.54418,NOT_AVAILABLE,215.67510484140323,31.930311701206566,131.9744627986086,-5.585880444234426,False,False,2,True,True,True,False,False,True,True,False,1.0299463e-13,5.1445306e-13,0.9999037,5169.6416,5161.03,5176.2417,3.2556,3.2362,3.283,-0.0776,-0.0788,-0.0759,728.301,704.5585,745.4634,0.1707,0.1646,0.1756,0.1377,0.1327,0.1417,0.073,0.0704,0.0752,MARCS,0.020388481356784734
41,1636148068921376768,Gaia DR3 604917453260607488,604917453260607488,468414524,2016.0,132.86951967073117,0.015974585,11.800595695400723,0.008845528,1.1273424033916668,0.019156292,58.84972,11.764997,-11.297816579310112,0.019442348,-3.2824495654134567,0.014373853,-0.3272687,-0.031464502,-0.16861998,0.0769374,0.077040784,0.09635363,-0.09953485,0.287937,-0.15807025,-0.25701043,364,0,363,1,2.7366004,437.93423,0.021895342,0.34986943,31,False,1.5495847,,,,,,,,42,17,0.028372874,44,9,0,0.07085245,14.628499,0,0,1.1030333,0.27268246,0.568412,0.28679076,0.17320506,-170.07483,13.290893,-50.577766,-18.0887,False,338,66558.9361568616,12.436706,5351.814,13.629351,34,35305.176846271286,26.043034,1355.6476,13.968946,34,44851.92196626625,26.836159,1671.3242,13.118443,1.2043025,0,0,0,0,0,0.8505039,0.3395958,0.5109081,34.409958,3.5912642,2,18,9,13,10.582469,,,870.9536,,5500.0,4.5,-0.75,111,,,,12.803295,0.059936803,9,,NOT_AVAILABLE,215.7168568317509,31.936085963856907,132.0020044247177,-5.609065530238138,False,False,0,False,False,False,False,False,False,True,False,1.0299463e-13,5.1445306e-13,0.9999037,5947.5063,5935.92,5959.658,4.1973,4.1886,4.2074,-0.435,-0.4451,-0.4253,853.5349,838.8197,866.6697,0.2369,0.2308,0.2429,0.1994,0.1941,0.2044,0.1075,0.1046,0.1102,PHOENIX,0.021288006812673222
44,1636148068921376768,Gaia DR3 604918041671889792,604918041671889792,906005306,2016.0,132.86723116425335,0.014144384,11.824293743634895,0.007283016,1.1683850267716152,0.016892385,69.166374,10.793362,-10.523383169197444,0.01740642,-2.3989707883369396,0.012523665,-0.26711598,-0.10333358,-0.18652396,0.03056407,0.11037018,0.061984245,-0.04696569,0.30625775,-0.15288228,-0.25030872,388,380,387,1,-0.034752283,594.30255,0.058794457,4.286298,31,False,1.5957975,,,,,,,,45,17,0.025321113,47,9,0,0.043174013,16.891184,0,0,0.99787086,,,,,,,,,False,396,161351.82437369277,306.8996,525.7479,12.6679325,45,92686.3167313688,558.29364,166.01715,12.921003,44,98699.20803285475,624.743,157.9837,12.262112,1.1861379,0,2,0,1,0,0.6588917,0.25307083,0.40582085,44.02456,7.5830235,2,22,4,12,22.142002,,,870.87964,,6250.0,4.5,-0.5,111,,,,12.048502,0.027377557,18,21.1777,VARIABLE,215.69039011025868,31.943971154595122,131.9933638111551,-5.586869460518398,False,False,0,True,True,True,True,False,True,True,False,1.032973e-13,5.159649e-13,0.99987376,6451.9707,6436.3765,6467.6807,4.0725,4.0602,4.0826,-0.2696,-0.2837,-0.2557,824.9382,812.8088,841.0044,0.1387,0.1299,0.1471,0.1205,0.1129,0.1279,0.0651,0.0609,0.0691,MARCS,0.022107470178025928
47,1636148068921376768,Gaia DR3 604917526275831040,604917526275831040,893935949,2016.0,132.82987263744636,0.01485349,11.798511415909555,0.00826429,1.1693028487856258,0.018420544,63.4782,11.435167,-10.989821757563597,0.01842429,-3.1602018993989436,0.013284261,-0.26152486,-0.043752078,-0.107031316,0.015446548,0.14836289,0.068689086,0.012937307,0.33432776,-0.17532259,-0.21185175,381,0,381,0,1.2030838,411.386,0.0,0.0,31,False,1.5694947,,,,,,,,44,18,0.026594704,46,9,0,0.08847857,12.707831,0,0,1.0432919,0.36941487,0.56069213,0.33538118,0.23346631,-176.81088,10.459918,-55.874767,-19.034931,False,335,72566.30814206497,23.396034,3101.65,13.535529,32,39940.20289872138,47.137463,847.31335,13.835016,32,46839.9893267699,43.818462,1068.9556,13.071354,1.1958745,0,0,0,0,0,0.76366234,0.2994871,0.46417522,25.581284,4.244026,2,23,11,15,11.991625,,,902.3617,,6000.0,4.0,-0.25,222,,,,12.727309,0.083606765,13,,NOT_AVAILABLE,215.6999437493214,31.899969348545802,131.96504565518148,-5.62162060306662,False,False,0,True,True,False,False,False,False,True,False,1.03460744e-13,5.167812e-13,0.9998576,6168.929,6150.628,6191.1714,4.2802,4.257,4.3258,-0.381,-0.39,-0.3713,780.6126,729.4477,807.8426,0.173,0.1636,0.1841,0.1474,0.1393,0.157,0.0794,0.0751,0.0847,PHOENIX,0.022808824923636933
51,1636148068921376768,Gaia DR3 604920653012018688,604920653012018688,1683712028,2016.0,132.83005654526977,0.016045455,11.823428603806073,0.008800438,1.1673580229650813,0.019626416,59.47892,11.499682,-11.123170449572397,0.019641856,-2.91852304245586,0.013950735,-0.27068502,-0.11088276,-0.16156861,0.012740524,0.13168545,0.06008098,-0.03176664,0.3642978,-0.17543153,-0.22283433,352,0,351,1,-1.5003964,309.25595,0.0,0.0,31,False,1.5711926,,,,,,,,41,18,0.028553087,42,9,0,0.064313084,16.130228,0,0,0.9425644,0.35255972,0.55384636,0.28847238,0.23244952,-172.02844,10.339363,-54.112213,-20.366396,False,352,61403.138843819404,12.171871,5044.6753,13.71689,36,33860.19107185853,27.25689,1242.2617,14.014318,35,39385.9349753417,37.009388,1064.2147,13.259542,1.1928726,0,1,0,0,0,0.754776,0.29742813,0.45734787,38.28852,5.3298507,2,20,11,11,9.320054,,,870.9536,,6000.0,4.5,-0.25,111,,,,12.986142,0.06677883,9,,NOT_AVAILABLE,215.67337581526164,31.910562257946218,131.9584166505922,-5.59759197765162,False,False,0,True,True,False,False,False,True,True,False,1.0615666e-13,5.3024723e-13,0.9995907,5843.398,5839.7163,5848.687,4.2883,4.277,4.2992,-0.3687,-0.3771,-0.3597,812.4573,797.0554,828.4955,0.0026,0.0006,0.0063,0.0022,0.0005,0.0053,0.0012,0.0002,0.0029,MARCS,0.023701734986458656
52,1636148068921376768,Gaia DR3 604917320117398400,604917320117398400,1677741122,2016.0,132.850440831125,0.0138052935,11.785928282218059,0.007555807,1.177819697285492,0.016886922,69.747444,11.209584,-10.844587175033109,0.017058447,-2.837199399507414,0.012478269,-0.26302096,-0.06498436,-0.10226071,-0.0050887535,0.14081748,0.042427942,0.0110922195,0.30909282,-0.17626356,-0.23292263,385,8,383,2,1.592196,428.45013,0.0,0.0,31,False,1.5614691,,,,,,,,45,18,0.024668906,47,9,0,0.078696504,12.186694,0,0,1.0575644,,,,,,,,,False,397,88548.68827784501,18.297615,4839.357,13.319411,36,48904.59269329253,95.75388,510.7322,13.615169,45,62584.965260982885,551.7665,113.426544,12.756721,1.2590764,11,1,0,1,0,0.858448,0.2957573,0.56269073,33.51266,3.8809063,2,18,10,13,12.894579,,,870.8796,,5750.0,3.5,0.0,111,,,,12.497573,0.04844291,8,,NOT_AVAILABLE,215.7233357762228,31.912984200355176,131.98795203822993,-5.628258068549075,False,False,0,False,False,False,False,False,True,True,False,1.0202512e-11,5.0961034e-11,1.0000273e-06,5696.515,5694.7173,5698.855,4.1798,4.1727,4.187,-0.3414,-0.3487,-0.3339,788.0374,777.4188,798.361,0.0008,0.0002,0.0023,0.0007,1e-04,0.0019,0.0004,1e-04,0.001,MARCS,0.024069710536538263
55,1636148068921376768,Gaia DR3 604920648716270848,604920648716270848,1448363649,2016.0,132.82720496614647,0.012607016,11.822630402974745,0.0068531404,1.1465633762064429,0.015257564,75.14721,11.460795,-11.127926639711383,0.015413743,-2.742093734453843,0.010976854,-0.2454681,-0.1357883,-0.15982734,0.00082148844,0.14245544,0.040728156,-0.0300142,0.3262707,-0.19196303,-0.23111233,359,359,357,2,-2.7761343,436.83264,0.04067899,2.337149,31,False,1.5641928,,,,,,,,41,18,0.022353604,43,9,0,0.070964284,14.819088,0,0,0.89630365,,,,,,,,,False,372,189637.4324655412,37.810688,5015.4453,12.492557,42,103294.82659097914,49.413578,2090.4138,12.803346,41,123220.22618413012,45.115364,2731.2253,12.021191,1.1944638,0,3,0,0,0,0.78215504,0.3107891,0.47136593,34.458515,0.7799908,1,23,16,14,25.604969,-1.2452638,0.77882975,902.36176,11.49843,6000.0,4.0,0.0,222,,,,11.825345,0.027191961,7,24.324707,NOT_AVAILABLE,215.67285397416495,31.907693279935305,131.95593561216458,-5.599118509588561,False,False,0,True,True,True,False,False,False,True,False,1.0366049e-13,5.177789e-13,0.9998378,5894.536,5885.8184,5905.996,3.7162,3.7102,3.7219,-0.3279,-0.3348,-0.3216,962.1658,956.6051,970.0146,0.0415,0.0368,0.0478,0.0349,0.031,0.0403,0.0187,0.0166,0.0216,PHOENIX,0.025646796099978983
59,1636148068921376768,Gaia DR3 604917831219174528,604917831219174528,409462033,2016.0,132.877319542249,0.018321784,11.81521125343731,0.00873469,1.1807642804908864,0.021684697,54.4515,11.200396,-10.756814668636482,0.024289232,-3.1208656247791717,0.015686767,-0.23829149,-0.10049843,0.18256542,0.090903066,0.084608175,0.026110383,0.037721977,0.14809906,-0.2829979,-0.03763129,383,0,382,1,7.551322,657.9459,0.08425855,6.5304966,31,False,1.5640112,,,,,,,,45,16,0.03390031,49,9,0,0.07552534,11.114254,1,0,1.2862848,0.36459243,0.61870515,0.25216484,0.20089358,-167.19598,8.388684,-50.688908,-11.618248,False,366,102838.57011663272,21.371365,4811.9795,13.156977,39,56784.43048347481,71.93333,789.4036,13.452969,37,68167.12393093314,91.56221,744.48975,12.663959,1.2150261,0,1,1,1,0,0.78901005,0.2959919,0.49301815,37.612015,2.3326297,2,16,4,12,13.55536,,,902.36176,,5750.0,4.5,-0.25,111,,,,12.318116,0.03916612,12,,NOT_AVAILABLE,215.70498154072015,31.949138042006883,132.00539317309048,-5.592924564207619,False,False,0,False,False,False,False,False,True,True,False,1.07193165e-13,5.3542446e-13,0.99948806,5980.5356,5963.6084,6000.244,4.1593,4.1369,4.2113,-0.4152,-0.4285,-0.4026,773.6725,707.7431,804.0773,0.1133,0.1045,0.1235,0.0959,0.0884,0.1046,0.0516,0.0476,0.0563,PHOENIX,0.027239405872472176
63,1636148068921376768,Gaia DR3 604917831217725312,604917831217725312,1209257487,2016.0,132.877350503302,0.012028016,11.820329049332091,0.0063346885,1.1734913720701554,0.014848737,79.02971,11.293642,-10.871098243487332,0.014938212,-3.0603213038585775,0.010548843,-0.22118044,-0.012090028,-0.076058894,0.04628091,0.16347171,0.093794696,-0.010015763,0.3461062,-0.16052584,-0.19173542,410,410,408,2,-3.4745274,478.2931,0.026455678,0.9038188,31,False,1.5672945,,,,,,,,47,17,0.021456696,49,9,0,0.06770563,11.783521,0,0,0.8793538,,,,,,,,,False,418,181168.74538406642,36.66284,4941.4814,12.542159,45,99306.16679968558,38.688797,2566.794,12.846102,42,116866.92523450218,35.300816,3310.6013,12.078667,1.193214,0,0,0,0,0,0.7674351,0.30394268,0.4634924,27.646376,1.5661176,1,16,11,8,19.486065,1.9869618,0.015102669,851.52484,17.613268,5750.0,4.5,-0.25,111,,,,11.874419,0.037105985,5,,NOT_AVAILABLE,215.69951867131783,31.95130756886457,132.00402402154884,-5.587991414384703,False,False,0,True,True,False,False,False,True,True,False,1.03072966e-13,5.1484424e-13,0.999896,6126.0586,6122.024,6129.685,3.9789,3.9698,3.9888,-0.2396,-0.243,-0.2358,824.9518,811.7274,837.7484,0.1394,0.1367,0.1419,0.1184,0.1161,0.1205,0.0635,0.0623,0.0647,PHOENIX,0.028691189873856337
